7.271252556359179664e+00,3.856786127862186220e+00,3.625202920172903731e+01
8.607444170449189969e+00,1.948785980755316771e+01,2.451802585762686704e+01
2.739166252339946706e+00,1.528168204056875012e+01,3.327984465998244445e+01
2.737333728548105416e+00,1.533710404402397565e+01,3.367966663414841832e+01
5.044679199214632703e+00,1.605004122516571385e+01,3.369224423695146697e+01
8.772753676476144236e+00,2.525996103625622524e+01,2.334341503524746031e+01
3.511679718443656117e+00,2.716163372162227674e+01,2.299319999251115121e+01
9.340914247821853422e+00,2.571492647661101216e+01,2.407845376564737094e+01
8.205569428977922186e+00,2.816049519991944194e+01,2.992545465474276867e+01
6.998694725511430903e+00,3.387884126977844090e+01,3.256986916348057548e+01
3.076564990379096809e+00,2.240503989370791516e+01,3.463887451641159032e+01
5.818229631369879584e+00,2.342536518967963133e+01,3.545629809160291046e+01
8.410038863477494075e+00,3.395381287370346257e+01,3.216284261502318031e+01
9.087204343048082222e+00,3.825232383345012011e+01,2.427789045235967080e+01
7.613037548883916372e+00,3.833859112130637925e+01,2.433736374070879194e+01
9.883762791413204241e+00,3.420381217977891453e+01,3.139400662660096941e+01
8.582277538507021575e+00,4.462005442437385483e+01,3.216126289998597088e+01
9.377131986409615649e+00,4.502572810366622491e+01,3.244561586708795176e+01
2.120093212436108487e+01,1.319033913665442448e+01,2.254181575065588916e+00
2.172982435406887802e+01,1.276527980741365731e+01,2.411893851410097156e+00
1.862897856636095639e+01,5.047734167870518540e+00,8.172403360449491672e+00
1.987546157477284581e+01,5.508973416704580295e+00,7.812390654230521925e+00
2.236747894831975003e+01,7.562467051305155508e+00,7.609604978795695196e+00
1.932349032552087920e+01,1.804556574017325232e+01,2.997696609534527212e+00
9.806616626500616718e+00,1.284820181114929483e+01,5.884879491059049172e+00
9.861529877162466207e+00,1.331596176236859819e+01,6.227299061926283130e+00
1.399774605590941334e+01,1.638171784321366786e+01,6.145846188320509995e+00
1.967827705851947684e+01,1.676737913129674595e+01,2.877329955438387543e+00
3.212940896261039114e+01,1.212607943678429123e+01,4.689059997576628724e+00
2.070511237550007522e+01,1.506576055124914149e+01,5.112647939560128307e+00
2.280273910149443140e+01,8.077466931512164550e+00,5.980001254155832946e+00
3.005702205481298250e+01,1.117169951470844502e+01,7.382407653213200582e+00
2.629123813281893973e+01,1.301430625050664425e+01,5.835613250072254843e+00
1.890324078760581017e+01,4.928888504972333884e+00,8.759741185958382914e+00
1.958240864495029854e+01,9.357501504778598544e+00,1.255020557592254171e+01
1.655341698635162118e+01,1.210332946641090501e+01,1.128760482640134910e+01
1.840188319235464576e+01,1.077504970703882670e+01,1.183216104403032887e+01
2.083865680620863614e+01,1.015619784851203811e+01,7.931176392773308770e+00
1.769580175757249307e+01,1.054564298124646982e+01,1.263068904491205302e+01
1.659746097109336560e+01,8.291054231751230574e+00,2.046342588121278183e+01
1.780552657750489232e+01,9.111546746799048080e+00,1.731787620756496793e+01
1.834009133465387009e+01,8.167647735306600154e+00,1.773145486060381870e+01
1.877173202960249654e+01,9.046772196716029057e+00,1.384371798218293925e+01
1.963380510157380243e+01,9.775341108953794489e+00,1.931496220621423987e+01
2.096345420325208408e+01,1.221582308354984292e+01,1.710108055930117033e+01
2.097403014772933716e+01,1.071592462234635867e+01,1.549772347299490427e+01
2.227632756724991836e+01,7.650551756855700880e+00,8.094017904047797529e+00
2.961694792707872992e+01,9.088495687012454027e+00,1.305702451402824238e+01
2.718515173232525939e+01,9.807076136795583210e+00,1.161428909039724644e+01
2.285441707436175207e+01,1.117190546584591182e+01,8.171418187365746988e+00
2.824143841192882221e+01,9.877641874110516085e+00,9.635817357957115803e+00
2.948689634115583402e+01,1.024376954441476961e+01,1.284224600167396169e+01
2.807000034537216848e+01,7.852961201155431503e+00,1.990479370435922490e+01
2.900514894195295312e+01,8.262041920443143894e+00,1.459466127282295389e+01
2.954159507966906517e+01,8.765931969456755013e+00,1.605134651314661554e+01
