9.265228770573557426e+00,9.918061723178956512e+00,2.514609409635770021e+01
1.125536093203105459e+01,5.167353809755242722e+00,2.320999578431639776e+01
9.708461056705733228e+00,9.933613684827536261e+00,2.445209636326253033e+01
5.731800622886061625e+00,1.958844082926623287e+01,1.798408860210419746e+01
7.286924647587666115e+00,1.470151272133248455e+01,2.337770484634666346e+01
9.725374567292012884e+00,1.289377240777437272e+01,2.295774160183957235e+01
9.626814482097152847e+00,1.591805327857730035e+01,1.698670774807967732e+01
8.142223147165795538e+00,1.964126762459576980e+01,2.233362734508002490e+01
9.944525804643202349e+00,1.716720298724297322e+01,1.606490657242599340e+01
1.070240979769755718e+01,1.965451650411117512e+01,1.739671459953803634e+01
9.153115932071832717e+00,1.460097501247732055e+01,2.342411178276017125e+01
7.248769525001764968e+00,1.401364684824298301e+01,2.432630109313734224e+01
8.827652350644646262e+00,1.083425053259589177e+01,2.633673356060007364e+01
9.050736341140158459e+00,1.397519013057793558e+01,2.435886810783804179e+01
8.263229078820957696e+00,1.604300569646094843e+01,2.359297230425543646e+01
8.566575397177588869e+00,1.970852608136554096e+01,2.384016416751393663e+01
9.960617342981958444e+00,1.498300791460811077e+01,2.589297072153108914e+01
7.334039709916062577e+00,1.163890131280747475e+01,3.486444210933964172e+01
8.870231008108051540e+00,2.941267912286217534e+00,2.961033441135647237e+01
9.499508255923526434e+00,1.783128327574334815e+00,2.905306630555272918e+01
8.461286636388175353e+00,4.304963287889647106e+00,3.090135799649437587e+01
9.922888335448471153e+00,8.451303131355786036e+00,3.331081320504107168e+01
1.022899018453882647e+01,1.012074921337067046e+01,3.306091370788373496e+01
1.018604919766137051e+01,7.596276807791474184e+00,3.276654300827612332e+01
1.036759981498837391e+01,1.187332250910985643e+01,3.385316022770108191e+01
9.688430804065520263e+00,8.506556812516668842e+00,3.589293824321185866e+01
1.023988686600984543e+01,7.480167217932214285e+00,3.426765076629281737e+01
9.887714211954069299e+00,1.012729874315575884e+01,3.670928717969641042e+01
9.208393432903390519e+00,1.117026509280557711e+01,3.537480108200825413e+01
1.062099072475007944e+01,1.147624501910496342e+01,3.411532256971737098e+01
1.151795093019823035e+01,1.096367324797647846e+01,3.686719307387301825e+01
1.069146339054201533e+01,1.237443700257307810e+01,2.959752651725955630e+01
6.572100545030812313e+00,1.780657096022549268e+01,3.265431459546291393e+01
6.515568556812500134e+00,1.949183601588819315e+01,2.648526125599075343e+01
3.709509810575584154e+00,1.966720167025594534e+01,2.654348243056883305e+01
6.236243589181421854e+00,2.107186865791888408e+01,3.325774321320708538e+01
3.104246656854289466e+00,1.651024000264520097e+01,3.493647887846735500e+01
5.503155693745204857e+00,1.569797533083394292e+01,3.522711081138522360e+01
2.857919096588620533e+00,1.717678671025484505e+01,3.544658305898022377e+01
4.469655776016594473e+00,2.049288499765438587e+01,3.378781472408137887e+01
4.678381247262231923e+00,1.937613176687094807e+01,3.500330797341074884e+01
