2.643696301665553250e+00,2.347324481915157079e+01,3.482627079300640816e+01
1.792717932423669680e+01,1.331258985528026351e+01,4.438356377355582971e+00
1.479908229120294649e+01,1.348697646051292764e+01,6.329674479440892121e+00
1.664757536375098823e+01,1.292174350230566304e+01,7.221381102206196445e+00
1.434319240524170347e+01,1.337970015624686759e+01,9.072971827246636423e+00
1.406315555042264975e+01,1.409024979374184028e+01,8.659913939247626757e+00
1.715001140745208730e+01,1.445238987701416811e+01,1.005070098475417062e+01
1.727186814420813832e+01,1.387466769410853651e+01,7.935598787459954728e+00
1.948583159070926385e+01,1.381594195090102772e+01,7.910118629068249696e+00
2.245497022494808448e+01,9.515343419751049581e+00,4.674907720596952032e+00
2.867451105029537572e+01,1.167094610214491190e+01,5.250007988926338243e+00
2.484587993353426683e+01,1.235943207198481986e+01,6.545072108693528179e+00
2.431604763128449775e+01,1.412761423356474744e+01,7.080658613684173375e+00
2.599307558969936949e+01,1.428953670753970329e+01,7.756645941719787274e+00
2.681190881118508074e+01,1.270195777261530168e+01,6.001384823214771735e+00
2.372617869500906451e+01,1.084285155105232334e+01,8.176334996062823990e+00
2.266887750497016896e+01,8.400957428742136912e+00,1.133234515274907395e+01
2.756328208987761030e+01,9.573042981269505702e+00,1.162758086568997129e+01
2.858678233245220213e+01,9.678465979138186626e+00,9.577490735966565083e+00
2.168098098748437508e+01,1.193767321043120511e+01,8.679189444684274335e+00
2.314893861192959790e+01,1.205454015451458361e+01,9.468754088548928749e+00
2.933830608332321077e+01,1.357243855443537406e+01,1.073116795875136020e+01
1.469193633831368118e+01,1.445965679491368228e+01,1.003928829000052403e+01
1.491913045897969425e+01,1.448806454064322935e+01,7.099129569631099201e+00
1.803168535368914505e+01,1.490236588450238031e+01,5.152519716053598486e+00
1.633974566493115077e+01,1.608366362807298344e+01,4.506631848789843353e+00
1.821839472047025765e+01,1.721609461192049295e+01,5.894315608401684337e+00
1.755788503673692347e+01,1.839853178197120798e+01,7.531682412196875731e+00
1.836437521512103999e+01,1.481727615175534041e+01,8.248137751986201138e+00
1.483389762181289839e+01,1.847455120047517596e+01,7.558136664461681420e+00
1.677070406863114016e+01,2.340213460331801798e+01,9.617538374817172553e+00
1.770034340390619931e+01,2.617291092827641208e+01,1.133651003184979622e+01
1.834142927840762738e+01,1.695703699391805586e+01,4.443240152173833835e+00
1.836939585848369205e+01,1.559705163798794558e+01,6.443831625729091961e+00
2.117468276289072904e+01,1.476416343122138386e+01,5.211079935123060558e+00
2.266667574588083767e+01,1.730402177564714705e+01,3.504579184087103894e+00
1.947463591271623429e+01,1.922177362976701787e+01,3.565878165402908806e+00
2.297025243847911469e+01,1.843052844202129492e+01,7.106035158117548711e+00
2.663456509134592309e+01,1.780960827477467134e+01,7.284711812333415359e+00
1.998830813096089898e+01,2.006700864625723568e+01,7.544667901709146918e+00
2.670823383006521823e+01,1.516649744043582437e+01,1.109610665699119991e+01
2.760907222309894493e+01,1.703227464168455896e+01,9.980260741238643263e+00
2.043465200955639816e+01,1.715764908844787939e+01,1.068656773390416426e+01
1.918769043383392159e+01,2.610709531108823356e+01,1.136679925008534120e+01
1.951779541330660805e+01,2.339923755794583471e+01,9.744011000058831584e+00
2.668374188425936921e+01,1.877895208368899915e+01,7.847019095483839912e+00
1.892246111728530877e+01,1.092357796401782544e+01,1.170970578988554323e+01
1.606714318277430564e+01,8.136456041308244735e+00,1.698847704945335479e+01
1.808661353644388825e+01,8.121782089382339365e+00,1.773018591200076699e+01
1.737205780159812107e+01,9.015207009087903955e+00,1.287043874604467852e+01
